happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,Marriage,Divorce,Actual,Percent,rank,IQ,education_expenditure,avg_income,avg_temp,HDI Rank (2021),Year,Expected Years of Schooling,year,beef,pig,poultry,sheep,Unnamed: 0,TIME,LITRES/CAPITA,avg_temp_c,latitude,longitude,altitude
5.89240608633821,1.5205601595625,0.933968574217464,0.3429232178639032,0.7194099845897314,0.019953269923276767,0.09370923916304903,5.277741402376501,1.6287282147389768,4.196315962664364,35.91422567558287,82.37646589421432,77.9094707059839,387.52566876515635,9249.307740743547,27.708367365882808,129.37655205679744,2021.0,12.060004232280434,2023.0,13.128454016411766,13.530390533369106,27.593423300672704,0.8801721193788465,34.91346939977016,2019.0,7.793111310691379,18.332848261695336,-16.957508229869084,-54.33624889531992,0.0
3.5915938526218056,1.2024422966177717,0.9858544649035877,0.35745939172225627,0.26313650424988144,0.10917516466085903,0.06984202218179969,5.662188338166043,1.6302655366050351,3.654500274611463,29.84908306595717,56.57289921063176,85.11017550643659,-185.87107594997224,680.7929561224518,23.042682351021334,116.28845925586803,2021.0,9.869597250532218,2023.0,-1.7510307431556673,9.174403105303796,3.9521126273935208,0.6015660109445192,25.264404980611893,2019.0,10.647428251416704,9.03577689590918,54.554086543888786,133.8930156720501,0.0
5.143223634531694,1.553268610577311,1.1076414663718648,0.45807407861166444,0.37178038979416633,0.05571500685864957,0.06990217808305965,6.118512776718617,1.5236216849018933,4.238170603181782,32.647673392312385,96.41928405629017,77.42308127765386,-287.9402787416508,532.0405203081681,35.18090333288568,103.51321138983906,2021.0,13.310202115690108,2023.0,11.880773652559828,-1.3859054856114386,25.170213128132303,1.8279321190595204,34.56680969918866,2019.0,5.91887057884267,28.95618978305408,7.42287165631983,34.55500332860943,0.0
6.347506126935939,1.540761316334011,1.2791997044061012,0.4733157816149165,0.5183929122846284,0.23800786578644303,0.18623624712248374,3.322506921518896,1.752925163143429,1.7685588554795744,47.31257098780097,42.15990273934352,89.05198789996345,705.4559598817154,7632.3073531550635,14.047652066178689,33.99545650124409,2021.0,18.4550521533315,2023.0,7.142878185983413,10.847105253068749,25.549422955891092,1.2516224137627694,22.42665296382312,2019.0,7.110125408754631,9.86800504399477,32.981203129612744,57.53331428120462,0.0
3.5628453869587298,0.6124985278872876,0.5146276731307944,0.06947661578916714,0.4798223923071381,0.16713241067680262,0.01079901030231271,4.9661438179874136,1.483092582499022,3.8162089976756906,34.17110286935102,76.62588757489965,81.02385982384818,21.730344150106852,3023.626839865215,34.99236399994171,172.19478325660626,2021.0,9.960115182026554,2023.0,8.606525858882753,7.86616785690751,31.19919661147451,0.47213016458024165,26.59039246540004,2019.0,4.6746701101368044,28.34910643762577,-35.54070675271222,74.79909738894669,0.0
4.494194902935358,0.5112591762677204,0.6202167841526353,0.13240299829589433,0.4654518225916035,0.31994344066269814,0.13491864824018043,6.4897017761670535,2.5215069624893065,2.75106458134249,48.234748459520105,44.58274572316921,87.13499190254944,822.1380461254328,15283.612829196145,25.031283775645072,172.45568297258856,2021.0,10.709138317983628,2023.0,10.449684994345347,8.809900205176167,20.725444903693784,1.903629060278683,18.32023246275855,2019.0,5.956033377531424,27.514257807191218,23.183169024652187,58.37818268348989,0.0
5.976944379741171,1.6221635865475617,1.1914650875346129,0.4766197287212571,0.760915439272646,0.15670012228186217,0.12059403095745269,4.121692692573962,2.247815017669536,2.5916999193620955,49.992769733569084,-4.595233179495533,225.35040592303807,1365.6801105374354,28604.280926599604,13.071368941802364,39.94343166950636,2021.0,15.672783252639654,2023.0,7.1107677808266425,10.846207563197373,24.462248406799628,0.5833465923408232,20.739074168256302,2019.0,7.009685673352449,22.6312690382217,25.902707621642172,11.56897555943753,0.0
6.783103481592107,1.7467124846121131,1.4224387787423869,0.5287679954325097,0.589283308354093,0.09596550757714417,0.10746505747146053,3.692450173633006,1.7500237016354554,2.2944417799147554,37.62393829447753,20.15423948658757,97.41528873807137,503.10633060421264,7648.0048141247635,16.61349581727664,40.78918372505302,2021.0,16.041553011136383,2023.0,10.931879739768956,12.345066151733086,28.900867408159478,1.3461175089909045,22.72064458971853,2019.0,7.227328511276803,15.288209105769402,37.02940672731437,-1.4856163204322463,0.0
3.5804866589792956,0.5444540253651419,0.4581180045030257,0.03619172692260541,0.25377294625721064,0.1159354497346621,0.19672854666401854,6.697011468605258,1.648996009636367,5.733766038601621,23.77905529499656,83.22836418171882,79.52055390823718,443.77764105264384,3189.861575317626,31.579736650356736,181.8541432478382,2021.0,8.425916250055863,2023.0,7.682126231280067,6.06114002166764,23.52536134412994,2.817814197866503,23.268363922560674,2019.0,8.922411230994282,28.773042548042188,41.81890324928038,3.830048448970466,0.0
5.402209961854428,1.8202368768868473,1.1837553265805698,0.554927380865984,0.6500204157920457,0.14632180443171053,0.12170620874857638,5.2027346379424335,1.3370113108011314,4.602294147728714,26.063839584502734,53.36067136555632,88.16040543766732,14.608310292550431,2846.8454612480546,20.687496598573514,30.883241316938694,2021.0,15.468821645625114,2023.0,13.128616178322588,23.879224190929364,25.36322318375024,2.0583421807330144,25.580237510265032,2019.0,9.938694185757628,19.507199613296986,44.58478126418653,7.568454120062801,0.0
3.7544658468752563,0.6619228632748949,0.8152157856890175,0.045128152387015924,0.48783216977719135,0.19330351977725513,0.03070444394120194,6.298290273589576,1.403455983351389,5.9417387435956845,14.612161970135745,75.98853006006685,81.18935294845937,-1.1641098792541171,2090.406683368504,28.536168168683893,205.61225041750504,2021.0,6.077581442147158,2023.0,9.409967383610573,8.753195797910621,24.470241900533498,1.9329511971144369,31.076110179530975,2019.0,7.378567696312124,26.44378613710041,6.445445214886858,46.79090440066826,0.0
6.45353045693754,1.6414980520340337,1.421032654896463,0.45623333704820285,0.6198777964677681,0.13790347317884874,0.17872580083688738,5.230592832178584,1.9648480791262033,1.687658302195371,43.21764376320171,36.96913664763217,89.48960659350463,337.3141803695767,6094.022114600371,24.14428717073112,51.1988816043225,2021.0,12.686149576145429,2023.0,14.042207281268599,9.768682402931509,22.06576433887686,2.491286693549252,12.47107299534421,2019.0,11.42047863014489,11.830154792358545,71.80355509240788,61.73399426032814,0.0
6.055712904693999,1.4637520025693584,1.2997752679254295,0.42902672025368405,0.7209713493016454,0.09291281412688515,0.2359051158536644,4.264409583597403,1.6198997045927304,3.4539776041012,35.49763007468337,26.208154720838785,92.90581098742558,1022.7835809382883,19649.274358538652,12.780483025441509,71.99574085015624,2021.0,15.166148998254005,2023.0,11.951687193940847,12.57052201163555,25.131609627694978,1.8952728259621663,19.99768869107988,2019.0,8.215394123923625,14.755466824439294,29.524296278456195,11.137479558312421,0.0
5.460192192641299,1.4434669744366098,1.2597570823045943,0.49263819432755196,0.5010788350018581,0.16886639256439148,0.0496691737798904,4.984190340321292,1.33388331265033,4.726713955624135,24.41075448284261,46.11233739043203,89.22191393026138,237.38109977275306,15668.992013498006,18.59902660055399,71.16408664737851,2021.0,16.941984077230416,2023.0,12.409724283073405,12.497462639259721,26.442687242546633,0.9323361444550697,21.292477927333493,2019.0,4.2418970082988565,8.357218707346338,31.2129786670495,21.324244327178338,0.0
6.513406664542279,1.7824031817051733,1.3826102434819103,0.5135232415672712,0.5999838692250191,0.11004014660032041,0.12313649140655526,3.5803880538389774,1.5954766928969306,3.166218061770256,35.90692304020429,35.97127424419324,88.65367445741028,836.675247508339,11011.12298221412,23.514056071999317,18.26049410280971,2021.0,18.366704488247745,2023.0,12.75963763351391,9.949887280873758,49.77021612276695,0.921800803416926,31.113664894581103,2019.0,5.800031174803983,22.523578573049143,30.05575877047219,-42.137741499860894,0.0
5.14604127685107,1.2582351485182262,0.8210390455596973,0.15795275892259864,0.3945118467058153,0.16323067877626388,0.05771983351466181,6.263314378044488,1.7129112301089822,5.0967523714582414,30.75303227455916,53.710009570408324,84.69944730926954,599.5196066510086,5829.035711894313,25.296860665675606,135.0093368215534,2021.0,10.095285240660232,2023.0,9.450245569489784,9.976977921195886,20.345883462403798,1.2347573635397322,17.480998605373973,2019.0,6.416067054257954,29.08189914545202,13.68165230398364,24.525949207381373,0.0
4.461652316225113,1.1246481981097713,0.6190887941811888,0.1304923722185869,0.5885316610779122,0.08768119970922046,0.16738810839602744,6.36068511409906,0.9239687569633478,8.249832501975307,6.086512371699191,85.72136996599812,78.55340716855649,-152.09231159128356,5449.528700972454,33.19587270269829,172.77300246996654,2021.0,7.666350595356903,2023.0,8.947349430107902,8.658190216001003,27.81397138570243,0.8515047454447773,28.744195678094883,2019.0,8.503857401094047,26.72714427983611,-11.585770867793936,26.91454061829196,0.0
4.306746536454231,1.2203528786875146,1.005385094284734,0.4502388132017987,0.38947194656309364,0.05296795162755892,0.025334899785167158,2.7686212222559066,1.4111812684298382,2.1583302049044426,51.069986621860735,47.73082970868468,89.22059387180651,-150.57786723961837,2131.3276448427614,22.671016223787632,119.36215300308737,2021.0,14.11566267322045,2023.0,10.616883726917395,9.129032825421513,25.857876782780522,0.6423616384267405,31.812722717627572,2019.0,7.317265640601409,19.054324633583192,-11.430692301492574,40.55684032444922,0.0
6.807459537771186,1.447195368278163,1.5746840583596597,0.3994885672080344,0.7425309534432704,0.4117066657898042,0.17618174442580603,4.75584734978301,1.4460895690696616,3.5856556421297627,25.9841567513979,50.40033206512674,87.66505707368621,247.04744130111206,4704.971584810327,26.068766537386306,27.272615697970846,2021.0,18.465652605437985,2023.0,17.959716991425783,22.08573089146508,31.42901999271928,0.8155428369823844,20.586180635815744,2019.0,5.550211885417956,5.955643319630675,-15.896373781979364,45.87634373920339,0.0
6.0408349223459386,1.273610360633668,1.4139975489736585,0.44857421554835597,0.6514798529851739,0.08356085478801743,0.04215618835865596,5.837800286386797,2.740761217028368,1.0786873028330846,56.30117407540853,42.16808560095191,90.12539025893291,924.6938586218629,9156.074794053553,17.25071374689481,42.538685247222936,2021.0,14.725245904306448,2023.0,10.047736483208212,9.243390143793402,24.057656937320218,1.5718732105473174,14.143617004358564,2019.0,10.813470639947806,17.374945568456162,64.35230043784601,-12.898035149365377,0.0
